id,date_accident,accident_type,district,longitude,latitude,road_condition,weather_condition,road_part,number_of_participants,vehicle_brand_uz,vehicle_model_uz,vehicle_color_uz,year_manufacture
161352,2023-04-30T08:00:46,piyodani urib yuborish,Baxmal tumani,67.6378,39.7400,,,,2,,,,
161351,2023-04-27T16:00:49,piyodani urib yuborish,Baxmal tumani,67.6378,39.7400,,,,2,,,,
161350,2023-05-05T03:40:23,hayvonni urib yuborish,Baxmal tumani,67.5293,39.6645,,,,1,,,,
161349,2023-04-27T16:00:22,piyodani urib yuborish,Baxmal tumani,67.6367,39.7433,,,,2,,,,
161348,2023-04-05T10:04:16,to'qnashuv,Baxmal tumani,67.6671,39.8760,,,,2,,,,
161347,2023-04-03T09:40:56,piyodani urib yuborish,Baxmal tumani,67.4837,39.7855,,,,2,,,,
161346,2023-07-27T21:00:23,to'qnashuv,Denov tumani,67.9136,38.2247,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Malibu,kulrang,2012.0
161345,2023-03-20T23:00:13,to'qnashuv,Baxmal tumani,67.4056,39.6988,,,,2,,,,
161344,2023-03-21T20:00:21,to'qnashuv,Baxmal tumani,67.5594,39.6945,,,,2,,,,
161343,2023-03-05T19:30:38,hayvonni urib yuborish,Baxmal tumani,67.9331,39.7636,,,,1,,,,
161342,2023-03-12T19:50:39,to'qnashuv,Baxmal tumani,67.5928,39.7498,,,,2,,,,
161341,2023-02-03T15:00:49,piyodani urib yuborish,Baxmal tumani,67.6378,39.7400,,,,2,,,,
161340,2023-01-22T13:00:50,ag'darilish,Baxmal tumani,67.5929,39.7498,,,,1,,,,
161339,2023-01-01T22:45:37,ag'darilish,Baxmal tumani,67.4515,39.7010,,,,1,,,,
161338,2023-01-01T18:15:51,to'qnashuv,Baxmal tumani,67.7167,39.7417,,,,2,,,,
161337,2023-07-23T12:00:48,piyodani urib yuborish,Sariosiyo tumani,67.7904,38.4291,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2011.0
161336,2023-07-20T10:00:20,velosipedchini urib yuborish,Denov tumani,67.9057,38.2491,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2023.0
161335,2023-05-14T15:00:22,piyodani urib yuborish,Samarqand shahri,66.9807,39.6500,quruq,kun ochiq,,2,Daewoo,Nexia,sariq,2010.0
161334,2023-07-16T09:00:26,to'qnashuv,Denov tumani,67.9018,38.2627,quruq,kun ochiq,boshqa holatlar,2,ISUZU,SAZ NP 37,oq,2022.0
161333,2023-08-13T02:50:43,to'qnashuv,G'allaorol tumani,67.6500,40.0396,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Cobalt,oq,2020.0
161332,2023-08-12T15:30:25,piyodani urib yuborish,Jizzax shahri,67.8360,40.1261,quruq,kun ochiq,yo'lning tog'ri qismi,2,ISUZU,NQR 71PL,oq,2009.0
161331,2023-07-10T11:00:07,YTHning boshqa turlari,Denov tumani,67.9404,38.3312,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Labo,oq,2016.0
161330,2023-07-08T05:00:40,to'qnashuv,Denov tumani,67.9013,38.2670,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2012.0
161329,2023-07-04T21:00:52,ag'darilish,Denov tumani,67.7787,38.2856,quruq,kun ochiq,yo'lning burilish qismi,1,Chevrolet,Nexia 2,oq,2009.0
161328,2023-05-18T15:45:05,to'qnashuv,Samarqand shahri,66.9370,39.6608,quruq,,,2,Chevrolet,Nexia 3,qizil,2021.0
161327,2023-05-18T15:45:05,to'qnashuv,,,,,,,0,,,,
161326,2023-05-18T15:45:05,to'qnashuv,,,,,,,0,,,,
161325,2023-07-07T10:00:04,to'qnashuv,Sariosiyo tumani,67.9190,38.5108,quruq,kun ochiq,boshqa holatlar,2,UAZ,3963,yashil,1977.0
161324,2023-07-04T17:30:49,piyodani urib yuborish,Sariosiyo tumani,67.9653,38.4011,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,kulrang,2010.0
161323,2023-08-06T18:00:11,ag'darilish,Parkent tumani,69.7407,41.2463,quruq,kun ochiq,yo'lning burilish qismi,1,Lada(VAZ),2106,oq,1989.0
161322,2023-07-01T19:00:55,to'qnashuv,Sariosiyo tumani,67.8583,38.4770,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 2,oq,2014.0
161321,2023-07-23T17:00:20,to'qnashuv,Uzun tumani,67.9968,38.3625,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Cavalier,oq,2022.0
161320,2023-07-04T21:00:54,to'qnashuv,Uzun tumani,68.0018,38.3668,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Cobalt,oq,2014.0
161319,2023-07-23T15:30:50,ag'darilish,Boysun tumani,67.0236,38.0153,quruq,kun ochiq,boshqa holatlar,1,,,,
161318,2023-07-01T10:00:48,ag'darilish,Boysun tumani,67.0165,38.0153,quruq,kun ochiq,boshqa holatlar,2,Daewoo,DAMAS VAN,oq,2003.0
161317,2023-08-10T11:22:29,to'qnashuv,,,,,,,0,,,,
161316,2023-07-19T08:15:23,to'qnashuv,Bandixon tumani,67.4959,37.9960,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2018.0
161315,2023-07-09T13:50:34,ag'darilish,Bandixon tumani,67.4347,38.0723,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2021.0
161314,2023-07-05T20:00:17,to'qnashuv,Bandixon tumani,67.3462,37.8228,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2020.0
161313,2023-07-12T08:45:13,to'qnashuv,Qiziriq tumani,67.2600,37.7100,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2023.0
161312,2023-07-25T20:40:03,to'qnashuv,Sherobod tumani,67.0356,37.6489,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2019.0
161311,2023-07-24T17:40:41,to'qnashuv,Sherobod tumani,67.0142,37.6804,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2005.0
161310,2023-07-13T15:40:38,to'qnashuv,Sherobod tumani,66.9920,37.6570,quruq,kun ochiq,boshqa holatlar,2,KAMAZ,5321,qora,1992.0
161309,2023-05-19T22:30:27,to'siqqa urilish,Samarqand shahri,66.9597,39.6604,quruq,kun ochiq,,2,Daewoo,Nexia,sariq,2008.0
161308,2023-04-14T08:30:35,to'qnashuv,Samarqand shahri,66.9384,39.6762,quruq,kun ochiq,,3,Chevrolet,Spark,oq,2018.0
161307,2023-07-13T18:20:04,to'qnashuv,Sherobod tumani,67.0230,37.6883,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2009.0
161306,2023-06-04T03:30:37,to'qnashuv,Samarqand shahri,66.9827,39.6510,quruq,kun ochiq,,2,Chevrolet,Nexia,qora,2009.0
161305,2023-07-14T10:20:06,piyodani urib yuborish,Sherobod tumani,66.9919,37.6570,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2010.0
161304,2023-08-14T19:00:27,to'qnashuv,Samarqand shahri,66.9838,39.6194,quruq,kun ochiq,,2,Lada(VAZ),2106,kulrang,1996.0
161303,2023-07-08T08:00:40,to'qnashuv,Sherobod tumani,66.9919,37.6569,quruq,kun ochiq,boshqa holatlar,3,HOWO,ZZ4257S3241,oq,2019.0
161302,2023-06-21T18:00:40,to'qnashuv,Samarqand shahri,66.9920,39.6786,quruq,kun ochiq,,4,Chevrolet,Spark,oq,2013.0
161301,2023-06-02T18:05:38,piyodani urib yuborish,Zomin tumani,68.4071,39.9607,,,,2,,,,
161300,2023-06-03T22:00:36,to'qnashuv,Zomin tumani,68.3392,40.0330,,,,2,,,,
161299,2023-06-06T04:00:29,to'qnashuv,Zomin tumani,68.3907,39.9301,,,,2,,,,
161298,2023-06-07T09:00:20,to'qnashuv,Zomin tumani,68.3896,39.8001,,,,2,,,,
161297,2023-06-10T21:00:25,to'qnashuv,Zomin tumani,68.3875,39.8069,,,,2,,,,
161296,2023-06-12T11:00:14,piyodani urib yuborish,Zomin tumani,68.3925,39.9500,,,,2,,,,
161295,2023-06-14T09:00:03,piyodani urib yuborish,Zomin tumani,68.4176,39.7411,,,,2,,,,
161294,2023-06-22T21:00:42,velosipedchini urib yuborish,Zomin tumani,68.3894,39.8200,,,,2,,,,
161293,2023-06-18T12:00:49,to'qnashuv,Zomin tumani,68.3896,39.9633,,,,2,,,,
161292,2023-06-11T09:00:45,hayvonni urib yuborish,Zomin tumani,68.2305,39.9589,,,,1,,,,
161291,2023-06-18T09:00:39,ag'darilish,Zomin tumani,68.3919,39.7867,,,,1,,,,
161290,2023-06-18T12:00:18,to'qnashuv,Zomin tumani,68.3998,39.9964,,,,2,,,,
161289,2023-06-26T22:00:54,to'qnashuv,Zomin tumani,68.5090,40.1153,,,,2,,,,
161288,2023-06-26T15:00:47,piyodani urib yuborish,Zomin tumani,68.4293,40.0736,,,,2,,,,
161287,2023-06-29T20:00:37,to'qnashuv,Zomin tumani,68.3922,39.9496,,,,2,,,,
161286,2023-07-02T02:00:11,hayvonni urib yuborish,Zomin tumani,68.2291,39.9589,,,,1,,,,
161285,2023-07-13T19:30:29,piyodani urib yuborish,Muzrabot tumani,66.9421,37.5015,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2009.0
161284,2023-07-14T11:30:59,piyodani urib yuborish,Muzrabot tumani,66.8532,37.4872,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Tico,oq,2003.0
161283,2023-07-14T09:10:44,to'qnashuv,Muzrabot tumani,66.8203,37.4288,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia 2,oq,2009.0
161282,2023-07-14T09:10:55,to'qnashuv,,,,,,,0,,,,
161281,2023-07-28T11:00:50,to'qnashuv,Angor tumani,67.1646,37.4445,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2012.0
161280,2023-07-18T16:40:43,ag'darilish,Angor tumani,67.3292,37.4606,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Labo,oq,2014.0
161279,2023-07-16T18:30:24,to'qnashuv,Angor tumani,67.1785,37.3761,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia 3,oq,2019.0
161278,2023-07-12T12:00:16,ag'darilish,Angor tumani,67.1718,37.3986,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Spark,oq,2022.0
161277,2023-07-10T16:50:04,to'qnashuv,Angor tumani,67.1414,37.4730,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Malibu,qora,2018.0
161276,2023-07-08T18:00:50,piyodani urib yuborish,Angor tumani,67.1414,37.4537,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2007.0
161275,2023-07-03T08:20:29,to'qnashuv,Angor tumani,67.1414,37.4537,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,DAMAS VAN,oq,1999.0
161274,2023-07-20T17:00:45,ag'darilish,Termiz tumani,67.2850,37.3680,quruq,kun ochiq,boshqa holatlar,1,,,,
161273,2023-07-19T10:20:37,to'qnashuv,Termiz tumani,67.3424,37.2521,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Spark,oq,2013.0
161272,2023-07-17T09:50:33,ag'darilish,Termiz tumani,67.2307,37.2554,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2020.0
161271,2023-07-17T18:30:25,to'qnashuv,Termiz tumani,67.2301,37.2856,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2009.0
161270,2023-07-03T22:00:20,velosipedchini urib yuborish,Termiz tumani,67.3426,37.2958,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,kulrang,2015.0
161269,2023-04-14T08:30:26,to'qnashuv,,,,,,,0,,,,
161268,2023-07-29T16:30:47,to'qnashuv,Termiz shahri,67.2845,37.2457,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2019.0
161267,2023-07-17T16:30:07,piyodani urib yuborish,Termiz shahri,67.2809,37.2201,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,kulrang,2007.0
161266,2023-04-26T10:10:11,piyodani urib yuborish,Termiz shahri,67.2803,37.2384,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,qaymoq rang,2012.0
161265,2023-04-12T02:00:26,to'qnashuv,Samarqand shahri,66.9767,39.6370,quruq,kun ochiq,,2,Chevrolet,Nexia 3,oq,2017.0
161264,2023-06-06T14:00:15,to'qnashuv,Zomin tumani,68.3907,39.9301,,,,2,,,,
161263,2023-06-03T22:00:18,to'qnashuv,Zomin tumani,68.3392,40.0330,,,,2,,,,
161262,2023-04-14T17:40:43,to'qnashuv,Samarqand shahri,66.9355,39.6509,quruq,kun ochiq,,3,Chevrolet,Equinox,oq,2022.0
161261,2023-06-02T18:00:54,piyodani urib yuborish,Zomin tumani,68.4071,39.9607,,,,2,,,,
161260,2023-07-23T11:20:10,piyodani urib yuborish,Termiz shahri,67.2744,37.2117,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2021.0
161259,2023-06-01T20:00:08,ag'darilish,Zomin tumani,68.3902,39.9392,,,,1,,,,
161258,2023-07-12T19:00:24,piyodani urib yuborish,Termiz shahri,67.2741,37.2378,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,oq,2010.0
161257,2023-07-09T14:00:30,piyodani urib yuborish,Termiz shahri,67.3038,37.2366,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Spark,oq,2019.0
161256,2023-07-13T13:00:12,to'qnashuv,Zomin tumani,68.3903,39.9076,,,,2,,,,
161255,2023-07-15T21:00:32,to'qnashuv,Zomin tumani,68.4227,39.9773,,,,2,,,,
161254,2023-07-18T18:00:29,piyodani urib yuborish,Zomin tumani,68.5040,39.6550,,,,2,,,,
161253,2023-03-18T19:00:34,piyodani urib yuborish,Samarqand shahri,66.9765,39.6371,quruq,kun ochiq,,2,Chevrolet,Cobalt,oq,2022.0
161252,2023-07-27T14:00:40,velosipedchini urib yuborish,Zomin tumani,68.3905,39.9419,,,,2,,,,
161251,2023-07-27T18:00:53,to'qnashuv,Zomin tumani,68.3596,39.9607,,,,2,,,,
161250,2023-05-07T02:40:05,to'qnashuv,Samarqand shahri,66.9742,39.6683,quruq,kun ochiq,,2,Daewoo,Nexia,sariq,2003.0
161249,2023-07-31T06:00:06,to'qnashuv,Zomin tumani,68.3299,39.9632,,,,2,,,,
161248,2023-08-01T15:00:53,to'qnashuv,Zomin tumani,68.4371,40.0161,,,,2,,,,
161247,2023-08-01T17:00:34,to'qnashuv,Zomin tumani,68.1543,40.0751,,,,2,,,,
161246,2023-08-01T15:00:59,to'qnashuv,Zomin tumani,68.1040,39.9783,,,,2,,,,
161245,2023-08-03T08:00:20,to'qnashuv,Zomin tumani,68.1040,39.9783,,,,2,,,,
161244,2023-06-17T14:00:31,to'qnashuv,Samarqand shahri,66.9834,39.6570,quruq,kun ochiq,,3,Chevrolet,Lacetti,oq,2020.0
161243,2023-08-04T10:00:23,to'qnashuv,Zomin tumani,68.3913,39.7887,,,,2,,,,
161242,2023-06-19T12:00:51,to'qnashuv,Samarqand shahri,66.9766,39.6370,quruq,kun ochiq,,2,Kia,Sportage,oq,2022.0
161241,2023-08-12T20:30:43,piyodani urib yuborish,Samarqand shahri,66.9403,39.6786,quruq,kun ochiq,,2,Chevrolet,Nexia,oq,2005.0
161240,2023-05-20T09:00:31,to'qnashuv,,,,,,,0,,,,
161239,2023-06-13T11:30:12,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3541,41.3194,,,,1,,,,
161238,2023-02-24T00:00:05,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3708,41.3496,,,,1,,,,
161237,2023-03-16T00:00:38,to'siqqa urilish,Olmazor tumani,69.2521,41.3474,,,,1,Chevrolet,Agile,oq,
161236,2023-06-15T13:00:46,to'siqqa urilish,Olmazor tumani,69.2023,41.3466,,,,1,Chevrolet,Cobalt,oq,2021.0
161235,2023-06-20T19:30:11,to'qnashuv,Shayxontoxur tumani,69.2047,41.2746,,,,1,Chevrolet,Spark,nam asfalt,2019.0
161234,2023-06-14T17:10:53,to'qnashuv,Shayxontoxur tumani,69.1731,41.3315,,,,1,Chevrolet,Nexia 3,oq,2019.0
161233,2023-06-22T15:25:22,to'qnashuv,Shayxontoxur tumani,69.2726,41.3224,,,,1,Chevrolet,Lacetti,oq,2020.0
161232,2023-05-07T17:00:50,to'qnashuv,Uchtepa tumani,69.1749,41.2737,,,,1,Chevrolet,Matiz,oq,
161231,2023-05-30T01:00:26,piyodani urib yuborish,Yangihayot tumani,69.2164,41.1956,,,,1,,,,
161230,2023-05-25T09:00:36,piyodani urib yuborish,Sirg'ali tumani,69.2897,41.2466,,,,1,,,,
161229,2023-06-12T09:50:37,YTHning boshqa turlari,Yunusobod tumani,69.2783,41.3601,,,,1,GAZ,SAZ 3507,oq,2022.0
161228,2023-05-11T08:35:53,to'qnashuv,Shayxontoxur tumani,69.2591,41.3208,,,,1,Chevrolet,Nexia,oq,2015.0
161227,2023-05-09T06:20:13,to'qnashuv,Shayxontoxur tumani,69.3521,41.3602,,,,2,MAN,TGE Фургон ,yashil,2019.0
161226,2023-05-15T14:20:16,to'qnashuv,Shayxontoxur tumani,69.2726,41.3224,,,,1,Chevrolet,Nexia,oq,
161225,2023-01-08T04:30:47,to'qnashuv,Sharof Rashidov tumani,67.8810,40.1009,,,,2,,,,
161224,2023-01-14T14:00:11,to'qnashuv,Jizzax shahri,67.8503,40.1172,,,,3,,,,
161223,2023-05-27T22:40:06,to'qnashuv,Shayxontoxur tumani,69.2232,41.3115,,,,1,Chevrolet,Damas,oq,2022.0
161222,2023-05-17T22:20:05,to'qnashuv,Shayxontoxur tumani,69.1905,41.3161,,,,1,Chevrolet,Damas,oq,2013.0
161221,2023-03-23T15:00:09,to'qnashuv,Sharof Rashidov tumani,67.9245,40.2169,,,,2,,,,
161220,2023-01-14T02:30:52,to'qnashuv,Sharof Rashidov tumani,67.9024,40.2041,,,,2,,,,
161219,2023-05-02T14:00:51,to'qnashuv,Sharof Rashidov tumani,67.8493,40.0644,,,,2,,,,
161218,2023-01-15T10:00:58,turgan TVga urilish,Sharof Rashidov tumani,67.9051,40.1323,,,,2,,,,
161217,2023-03-15T14:30:06,to'qnashuv,Paxtakor tumani,67.8686,40.1877,,,,2,,,,
161216,2023-01-09T23:50:52,to'siqqa urilish,Sharof Rashidov tumani,67.9146,40.1585,,,,1,,,,
161215,2023-05-17T12:00:48,to'qnashuv,Shayxontoxur tumani,69.1905,41.3161,,,,1,ISUZU,SAZ NP 37,oq,2011.0
161214,2023-03-22T03:00:03,to'qnashuv,Sharof Rashidov tumani,67.9393,40.0976,,,,2,,,,
161213,2023-06-15T12:00:23,to'qnashuv,Mirobod tumani,69.2957,41.2682,,,,1,Chevrolet,Agile,oq,
161212,2023-04-23T04:00:56,ag'darilish,Sharof Rashidov tumani,67.6958,40.0561,,,,1,,,,
161211,2023-04-25T16:30:55,to'qnashuv,Sharof Rashidov tumani,67.9556,40.1443,,,,2,,,,
161210,2023-06-16T19:45:59,to'qnashuv,Mirobod tumani,69.2781,41.2943,,,,1,Chevrolet,Malibu,oq,2012.0
161209,2023-04-23T23:45:44,to'qnashuv,Jizzax shahri,67.8279,40.1250,,,,2,,,,
161208,2023-03-08T06:30:49,to'qnashuv,Sharof Rashidov tumani,67.9365,40.2269,,,,2,,,,
161207,2023-02-23T09:00:07,to'qnashuv,Sharof Rashidov tumani,67.9246,40.2173,,,,2,,,,
161206,2023-05-23T13:00:42,to'qnashuv,Sharof Rashidov tumani,67.9127,40.0958,,,,2,,,,
161205,2023-05-30T01:00:31,to'qnashuv,Shayxontoxur tumani,69.2428,41.3415,,,,1,Chevrolet,Lacetti,qora,2023.0
161204,2023-03-13T14:00:39,to'qnashuv,Sharof Rashidov tumani,67.8995,40.1297,,,,2,,,,
161203,2023-05-25T00:00:51,piyodani urib yuborish,Yashnobod tumani,69.3466,41.2924,,,,1,,,,
161202,2023-02-08T16:00:13,to'qnashuv,Baxmal tumani,67.7715,39.8224,,,,2,,,,
161201,2023-05-14T19:20:31,to'qnashuv,Mirzo ulug'bek tumani,69.3945,41.3653,,,,1,Chevrolet,Spark,oq,2014.0
161200,2023-06-23T11:00:24,to'qnashuv,Sirg'ali tumani,69.2079,41.2344,,,,1,Chevrolet,Agile,oq,2023.0
161199,2023-06-22T12:00:46,to'qnashuv,Mirobod tumani,69.2859,41.3049,,,,1,Chevrolet,Cobalt,oq,2021.0
161198,2023-05-23T16:30:54,to'qnashuv,Shayxontoxur tumani,69.2428,41.3415,,,,1,Chevrolet,Cobalt,kulrang,2019.0
161197,2023-05-23T16:30:54,to'qnashuv,,,,,,,0,,,,
161196,2023-06-20T16:30:39,to'qnashuv,Yunusobod tumani,69.2853,41.3387,,,,1,Chevrolet,Lacetti,oq,2013.0
161195,2023-06-04T13:30:24,to'qnashuv,Shayxontoxur tumani,69.1944,41.3269,,,,1,GAZ,5312,oq,1988.0
161194,2023-02-13T09:00:40,turgan TVga urilish,Jizzax shahri,67.8214,40.1379,,,,2,,,,
161193,2023-05-20T20:00:41,to'qnashuv,Shayxontoxur tumani,69.1905,41.3161,,,,1,Lada(VAZ),2106,oq,1985.0
161192,2023-02-23T14:00:09,to'qnashuv,Jizzax shahri,67.8437,40.1287,,,,2,,,,
161191,2023-05-03T14:00:09,to'qnashuv,Yangihayot tumani,69.1990,41.2259,,,,1,Chevrolet,Damas,oq,1999.0
161190,2023-02-02T12:30:27,to'siqqa urilish,Jizzax shahri,67.8355,40.1268,,,,1,,,,
161189,2023-06-10T15:00:15,to'qnashuv,Mirobod tumani,69.2767,41.2963,,,,1,Chevrolet,Cobalt,oq,2018.0
161188,2023-01-10T11:00:13,to'qnashuv,Jizzax shahri,67.8670,40.1166,,,,2,,,,
161187,2023-08-12T08:00:16,to'qnashuv,Mirobod tumani,69.3006,41.2900,,,,1,Chevrolet,Lacetti,oq,2014.0
161186,2023-05-11T08:40:54,to'qnashuv,Shayxontoxur tumani,69.2430,41.3112,,,,1,Chevrolet,Nexia,ko'k,1999.0
161185,2023-05-20T09:00:36,to'qnashuv,Mirobod tumani,69.2741,41.2865,,,,1,Chevrolet,Nexia 3,oq,2017.0
161184,2023-05-20T09:00:36,to'qnashuv,,,,,,,0,,,,
161183,2023-05-19T23:00:30,to'qnashuv,Mirobod tumani,69.3131,41.3467,,,,1,Chevrolet,Damas,oq,2009.0
161182,2023-06-22T01:10:51,to'qnashuv,Mirobod tumani,69.2798,41.3034,,,,1,Kia,K5,qora,2022.0
161181,2023-06-21T18:00:43,to'qnashuv,,,,,,,0,,,,
161180,2023-06-22T21:40:23,to'qnashuv,Samarqand shahri,66.9370,39.6677,quruq,kun ochiq,,4,Chevrolet,Lacetti,oq,2009.0
161179,2023-04-08T19:00:41,piyodani urib yuborish,Yashnobod tumani,69.3575,41.2917,,,,1,,,,
161178,2023-03-27T00:00:05,to'qnashuv,Shayxontoxur tumani,69.2194,41.3322,,,,1,,,,
161177,2023-03-27T00:00:05,to'qnashuv,,,,,,,0,,,,
161176,2023-04-08T10:00:59,piyodani urib yuborish,Sirg'ali tumani,69.2110,41.2239,,,,1,,,,
161175,2023-07-03T14:00:58,to'qnashuv,Samarqand shahri,66.9381,39.6696,quruq,kun ochiq,,2,Chevrolet,Lacetti,oq,2017.0
161174,2023-05-10T02:00:33,ag'darilish,Uchtepa tumani,69.1600,41.3086,,,,1,Chevrolet,Agile,qora,
161173,2023-05-10T02:00:33,ag'darilish,,,,,,,0,,,,
161172,2023-04-23T13:00:10,ag'darilish,Yashnobod tumani,69.2026,41.3252,,,,1,Chevrolet,Agile,qora,
161171,2023-04-23T13:00:10,to'qnashuv,,,,,,,0,,,,
161170,2023-04-23T13:00:10,to'qnashuv,,,,,,,0,,,,
161169,2023-08-12T23:00:43,to'qnashuv,Samarqand shahri,66.9869,39.6424,quruq,kun ochiq,,2,Chevrolet,Matiz,qaymoq rang,2008.0
161168,2023-03-27T16:15:27,ag'darilish,Yunusobod tumani,69.2853,41.3387,,,,1,Chevrolet,Agile,oq,
161167,2023-03-27T16:15:27,ag'darilish,,,,,,,0,,,,
161166,2023-03-27T16:15:27,ag'darilish,,,,,,,0,,,,
161165,2023-03-27T16:15:27,ag'darilish,,,,,,,0,,,,
161164,2023-03-27T16:15:27,ag'darilish,,,,,,,0,,,,
161163,2023-03-27T16:15:27,ag'darilish,,,,,,,0,,,,
161162,2023-03-27T16:15:27,ag'darilish,,,,,,,0,,,,
161161,2023-06-20T02:30:58,to'siqqa urilish,Samarqand shahri,66.9971,39.6818,quruq,kun ochiq,,1,Chevrolet,Nexia 3,oq,
161160,2023-06-04T23:50:44,to'siqqa urilish,,,,,,,0,,,,
161159,2023-06-07T21:00:31,to'siqqa urilish,,,,,,,0,,,,
161158,2023-03-30T18:20:34,to'siqqa urilish,Sirg'ali tumani,69.2185,41.2291,,,,1,Chevrolet,Captiva,nam asfalt,2018.0
161157,2023-01-09T17:40:55,piyodani urib yuborish,Mirobod tumani,69.2786,41.2820,,,,1,Chevrolet,Nexia 3,oq,2022.0
161156,2023-06-07T22:00:21,YTHning boshqa turlari,Yangihayot tumani,69.1983,41.2111,,,,1,,,,
161155,2023-01-02T18:10:14,to'qnashuv,Mirobod tumani,69.2929,41.2775,,,,1,Chevrolet,Malibu,oq,2020.0
161154,2023-02-15T13:30:09,piyodani urib yuborish,Yashnobod tumani,69.3538,41.2625,,,,1,Mercedes-Benz,Sprinter,oq,2015.0
161153,2023-01-27T02:30:10,piyodani urib yuborish,Mirobod tumani,69.2794,41.3153,,,,1,Chevrolet,Epica,oq,
161152,2023-05-08T20:00:49,to'siqqa urilish,Chilonzor tumani,69.2247,41.2840,,,,1,,,,
161151,2023-06-03T10:00:17,piyodani urib yuborish,Mirobod tumani,69.3016,41.2892,,,,1,,,,
161150,2023-03-13T16:30:09,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3541,41.3194,,,,1,,,,
161149,2023-03-19T16:30:16,to'qnashuv,Sirg'ali tumani,69.2185,41.2291,,,,1,Chevrolet,Nexia 3,oq,2017.0
161148,2023-01-12T08:50:47,to'siqqa urilish,Yakkasaroy tumani,69.2497,41.2670,,,,1,Chevrolet,Nexia,oq,
161147,2023-03-17T11:00:27,piyodani urib yuborish,Mirobod tumani,69.2853,41.3387,,,,1,,,,
161146,2023-04-19T09:00:43,piyodani urib yuborish,Yashnobod tumani,69.3321,41.3121,,,,1,,,,
161145,2023-03-24T18:20:56,piyodani urib yuborish,Yashnobod tumani,69.3197,41.3110,,,,1,,,,
161144,2023-04-05T08:45:41,to'qnashuv,Chilonzor tumani,69.1749,41.2737,,,,1,Chevrolet,Lacetti,qora,2015.0
161143,2023-08-11T00:00:12,piyodani urib yuborish,Mirobod tumani,69.3045,41.2850,,,,1,,,,
161142,2023-04-15T12:00:43,to'qnashuv,Uchtepa tumani,69.1812,41.3064,,,,1,Chevrolet,Nexia 3,oq,2022.0
161141,2023-04-15T15:20:22,piyodani urib yuborish,Uchtepa tumani,69.1762,41.2952,,,,1,,,,
161140,2023-08-11T18:40:46,piyodani urib yuborish,Yunusobod tumani,69.2471,41.3865,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Nexia 2,oq,2020.0
161139,2023-02-14T11:00:01,to'qnashuv,Chilonzor tumani,69.1750,41.2292,,,,1,,,,
161138,2023-06-14T17:00:47,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3017,41.3361,,,,1,,,,
